"","gender","ethnicity","first_name","last_name","Avenger","Superhero","year_birth","income"
"106",1,6,"Zaaida","el-Hares",FALSE,FALSE,1930,7652.2202512783
"107",0,1,"Isiah","Lewis",FALSE,FALSE,1976,89284.3255702106
"108",1,6,"Razeena","al-Tahir",FALSE,FALSE,1996,34340.9770194334
"109",1,6,"Hiwaaya","al-Mansur",FALSE,FALSE,2003,39414.7876114885
"110",1,2,"Crystal","Siddiqui",FALSE,FALSE,1971,124339.666146524
"111",0,3,"Avery","Ellefson",FALSE,FALSE,1973,98177.7183529735
"112",0,3,"Kevin","Forte",FALSE,FALSE,1921,1290.17418927389
"113",1,4,"Maria","Diaz",FALSE,FALSE,1949,62398.8443295074
"114",1,4,"Zaeleann","Rossman",FALSE,FALSE,2005,36411.0854089591
"115",0,5,"Tyler","Kapperman",FALSE,FALSE,1982,75724.1336392479
"116",0,3,"Dalon","Reeves",FALSE,FALSE,1987,50086.1404613039
"117",1,6,"Mawhiba","el-Sarah",FALSE,FALSE,1993,37677.1292186128
"118",1,4,"Ana","Dietrich",FALSE,FALSE,1983,83650.8274223145
"119",0,1,"Dominique","Gonzales",FALSE,FALSE,1989,42066.5584402913
"120",0,5,"Houston","Johnson",FALSE,FALSE,1952,61416.6260640902
"121",1,6,"Sajiyya","el-Bina",FALSE,FALSE,1953,84970.1233551162
"122",1,4,"Maria","Gomez",FALSE,FALSE,1946,50054.56530404
"123",0,3,"Corey","Morgan",FALSE,FALSE,1957,87158.0163604731
"124",0,1,"Aaron","Conley",FALSE,FALSE,1987,51645.8652026525
"125",1,4,"Marisa","Hernandez",FALSE,FALSE,1996,35002.5360733012
"126",0,5,"Joel","Benefiel",FALSE,FALSE,1997,33175.756492306
"127",0,5,"William","Ackerman",FALSE,FALSE,1943,31443.8573245486
"128",1,6,"Amaani","al-Obeid",FALSE,FALSE,1988,60602.9628767231
"129",0,5,"Richard","Rains",FALSE,FALSE,1959,83171.6547991906
"130",0,3,"Jaylen","Stafford",FALSE,FALSE,1952,55993.6712400664
"131",0,5,"Dillon","Wood",FALSE,FALSE,1971,103571.273194537
"132",1,6,"Haala","al-Idris",FALSE,FALSE,1931,8508.51568057747
"133",0,3,"Jalen","Williams",FALSE,FALSE,1964,108402.539963874
"134",0,1,"Hunter","Gilbert",FALSE,FALSE,1951,55707.0932375739
"135",1,4,"Bailey","Sifuentez",FALSE,FALSE,1979,102184.420200031
"136",1,4,"Samanta","Serna",FALSE,FALSE,1985,71083.0809623621
"137",1,6,"Mahdeeya","el-Hussein",FALSE,FALSE,1938,20773.6992089126
"138",1,2,"Madeline","Strader",FALSE,FALSE,1980,93238.1207264872
"139",1,6,"Rumaana","al-Amir",FALSE,FALSE,1964,118535.502560187
"140",1,4,"Ernestine","Salgado",FALSE,FALSE,1973,121219.836785711
"141",0,1,"Brenden","Cackler",FALSE,FALSE,1994,27146.2745475524
"142",1,2,"Anna","Trinh",FALSE,FALSE,1979,101281.31851236
"143",0,3,"Malik","Lee",FALSE,FALSE,1933,9469.70756303484
"144",1,2,"Alura","Hiromitsu",FALSE,FALSE,1932,9354.07980118665
"145",1,4,"Jennifer","Nava",FALSE,FALSE,1967,120526.000192582
"146",0,5,"Michael","Gidenko",FALSE,FALSE,1974,91049.081849541
"147",0,3,"Anthony","Freison",FALSE,FALSE,1967,100588.42511277
"148",0,1,"Galen","Garcia",FALSE,FALSE,1998,29804.9849278487
"149",0,1,"Kincaid","Torres",FALSE,FALSE,2005,31516.9671335622
"150",1,4,"Davriella","Villegas",FALSE,FALSE,1957,105044.3221358
"151",0,3,"Devante","Willmore",FALSE,FALSE,1926,2890.644866721
"152",1,6,"Ghuzaila","el-Idris",FALSE,FALSE,1981,92566.3575441695
"153",1,6,"Saaliha","el-Rahaman",FALSE,FALSE,1926,3346.55594217609
"154",1,2,"Sydney","Nguyen",FALSE,FALSE,1927,4697.01878102311
"155",0,1,"Austin","Williams",FALSE,FALSE,1935,12874.2651137996
"156",0,1,"David","Nakai",FALSE,FALSE,1929,5261.68887734797
"157",0,3,"Jalen","Thomas",FALSE,FALSE,2001,29347.9609901258
"158",1,4,"Melissa","Garcilazo-Espinoza",FALSE,FALSE,1940,27061.5766644202
"159",0,5,"Tyson","Bateman",FALSE,FALSE,1978,81601.8828502797
"160",0,1,"Alejandro","Schantzen",FALSE,FALSE,1943,30724.1039952879
"161",0,5,"Richard","Wasmuth",FALSE,FALSE,1934,10905.5017737277
"162",1,2,"Elsie","Pham",FALSE,FALSE,1978,113215.969835851
"163",0,1,"Devon","Tidwell",FALSE,FALSE,1993,30035.0810801125
"164",0,3,"Cedric","Williams",FALSE,FALSE,1947,43416.5087094872
"165",1,4,"Megan","Delacruz",FALSE,FALSE,2004,37366.0100704125
"166",0,3,"Jason","Jenkins",FALSE,FALSE,1923,1920.87984054684
"167",0,3,"Jordan","Jenkins",FALSE,FALSE,1993,31044.9905599379
"168",1,4,"Delilah","Abeyta",FALSE,FALSE,1925,3163.13066821013
"169",1,6,"Sabriyya","el-Salman",FALSE,FALSE,1933,9881.26363167241
"170",0,5,"Brandon","Stoglin",FALSE,FALSE,1920,1022.21249515355
"171",0,5,"David","Bushdiecker",FALSE,FALSE,1926,2941.22916966576
"172",1,6,"Mas'ooda","al-Abdella",FALSE,FALSE,1951,74503.2776547455
"173",1,6,"Suhaa","al-Molla",FALSE,FALSE,1945,44801.4129136074
"174",0,3,"Trevor","Johnson",FALSE,FALSE,1939,18787.3636518802
"175",0,1,"Nicholas","Oyebi",FALSE,FALSE,1973,98180.8536326222
"176",1,4,"Diana","Aragon",FALSE,FALSE,1978,104882.613166944
"177",0,5,"Bryan","Michel",FALSE,FALSE,1922,1639.99184862962
"178",0,5,"Jackson","Blecha",FALSE,FALSE,1956,73037.6514443093
"179",0,5,"Dalton","Vansanford",FALSE,FALSE,1946,37805.9269672829
"180",0,5,"Blake","Hansen",FALSE,FALSE,1939,18101.8281055407
"181",1,4,"Jaqueline","Trujillo",FALSE,FALSE,1951,70176.3012785338
"182",1,2,"Jennifer","Phillips",FALSE,FALSE,1948,62703.0462457572
"183",0,1,"Aciano","Pourier",FALSE,FALSE,2005,30498.054722662
"184",1,6,"Aseela","al-Saladin",FALSE,FALSE,1988,56450.6317375431
"185",0,5,"Kyle","Robison",FALSE,FALSE,1963,104550.684337861
"186",0,5,"Lucas","Stoltzfus",FALSE,FALSE,1978,82790.8389149761
"187",1,6,"Amal","el-Hashim",FALSE,FALSE,1957,96729.6149674149
"188",1,2,"Rie","Lastrella",FALSE,FALSE,1977,114034.012556749
"189",1,6,"Najaat","el-Asmar",FALSE,FALSE,1944,45522.6833491666
"190",1,2,"Jessica","Nguyen",FALSE,FALSE,1938,23109.7616949191
"191",0,5,"M Joseph","Leasure",FALSE,FALSE,2002,29152.1676424592
"192",0,5,"Benjamin","Osgood",FALSE,FALSE,1940,22257.7891115078
"193",1,2,"Ayrielle","Thao",FALSE,FALSE,1954,85860.0743916016
"194",1,4,"Alysia","Ledezma",FALSE,FALSE,1979,91249.9076733507
"195",0,1,"Joshua","Moreno",FALSE,FALSE,1996,32081.1689225331
"196",1,6,"Siddeeqa","al-Jamail",FALSE,FALSE,1980,94314.7242573763
"197",1,6,"Ghaaziya","el-Abid",FALSE,FALSE,2001,36279.2787578968
"198",0,1,"Andrew","Kirkland",FALSE,FALSE,1970,101335.160251633
"199",1,6,"Thaabita","al-Ahmed",FALSE,FALSE,1951,72458.9207751944
"200",0,1,"Elizario","Egan Jr",FALSE,FALSE,1976,87565.2298972241
"201",1,4,"Dulce","Mosco",FALSE,FALSE,1962,110657.455082266
"202",0,1,"Jacob","Starcer",FALSE,FALSE,1950,56406.3387657519
"203",0,1,"Nathan","Dalton",FALSE,FALSE,1932,7766.16005331518
"204",1,6,"Ibtisaama","el-Kanan",FALSE,FALSE,1976,110219.538090827
"205",0,1,"Eamon","Baker",FALSE,FALSE,1971,105768.298728148
"206",1,6,"Zahraaa","al-Odeh",FALSE,FALSE,1988,59181.494976058
"207",0,5,"Alex","Wright",FALSE,FALSE,1978,94140.2524435356
"208",0,3,"Demontrae","Session",FALSE,FALSE,1977,83217.0659450751
"209",1,4,"Mia","Aguirre",FALSE,FALSE,1998,38818.0520045949
"210",0,1,"Brandon","Baker",FALSE,FALSE,1990,37151.6866139833
"211",1,6,"Jadeeda","el-Hoda",FALSE,FALSE,1998,36955.6197259803
"212",1,2,"Avery","Johnson",FALSE,FALSE,1968,124733.981783998
"213",0,3,"Essevan","Chase",FALSE,FALSE,1962,100732.200904742
"214",1,6,"Hasana","el-Salame",FALSE,FALSE,1962,115427.604417575
"215",1,4,"Caitlin","Martinez",FALSE,FALSE,1974,109843.537605224
"216",0,5,"Nicholas","Picerno",FALSE,FALSE,1992,32445.539223136
"217",1,4,"Cheyenne","Conner",FALSE,FALSE,1997,38215.7190152789
"218",1,2,"Alexia","Nguyen",FALSE,FALSE,1930,7412.61704882901
"219",1,2,"Jacqueline","Skalla",FALSE,FALSE,1989,57087.9353002723
"220",0,5,"Brandon","Compton",FALSE,FALSE,2004,29365.0713930117
"221",0,5,"Nathaniel","Mansfield",FALSE,FALSE,1954,65934.6158617197
"222",0,3,"Luis","Brown",FALSE,FALSE,1926,3228.29924211899
"223",1,2,"Selina","Patel",FALSE,FALSE,1985,73077.4195509219
"224",0,1,"Leander","Hoffman",FALSE,FALSE,1933,8942.36357216711
"225",1,6,"Nahla","el-Bilal",FALSE,FALSE,1933,11397.100355971
"226",0,3,"Cornell","Matlock",FALSE,FALSE,1979,78794.0007577253
"227",0,5,"Thaddeus","Miller",FALSE,FALSE,1941,25640.3397197675
"228",1,6,"Labeeba","al-Shams",FALSE,FALSE,1980,84845.9115889751
"229",1,6,"Humaira","el-Youssef",FALSE,FALSE,2003,35217.3678847651
"230",0,5,"Timothy","Lloyd",FALSE,FALSE,1971,99971.5207666926
"231",0,1,"Patrick","Busby",FALSE,FALSE,1941,24428.2284206011
"232",1,2,"Leah","Bundrant",FALSE,FALSE,1960,116545.021865428
"233",1,6,"Rasheeda","al-Hamady",FALSE,FALSE,1939,22910.5446334476
"234",0,1,"William","Pino",FALSE,FALSE,1991,39482.1046439667
"235",0,1,"Deven","Huffstater",FALSE,FALSE,1967,101506.847374821
"236",0,3,"Mohamed","Sanders",FALSE,FALSE,1985,55337.1909968237
"237",0,5,"Kirk","Temple",FALSE,FALSE,1977,87299.7536745072
"238",1,2,"Alisa","Marlow",FALSE,FALSE,1959,109553.379000687
"239",0,5,"Austin","Edgeman",FALSE,FALSE,1983,64356.1810163671
"240",0,3,"Junior","Murray",FALSE,FALSE,1989,45058.60761053
"241",1,4,"Shante","Soto Garcia",FALSE,FALSE,1980,101535.553006763
"242",0,1,"John","Krien",FALSE,FALSE,1920,978.947412255537
"243",0,1,"Jerald","Marks",FALSE,FALSE,1970,102958.849215178
"244",1,6,"Laila","al-Allee",FALSE,FALSE,1992,44525.1913050948
"245",1,2,"Jordan","Nguyen",FALSE,FALSE,1972,114323.017232463
"246",0,1,"Laten","Watchman",FALSE,FALSE,1954,72029.9189172804
"247",1,6,"Hadiyya","al-Jaber",FALSE,FALSE,1996,35404.3375850934
"248",0,3,"Isaiah","Meyers",FALSE,FALSE,1927,3638.52991762243
"249",1,4,"Selena","Gamino",FALSE,FALSE,1972,124572.49390295
"250",0,5,"Brandon","Woodland",FALSE,FALSE,1933,9418.81418570111
"251",1,4,"Cristal","Guzman",FALSE,FALSE,1951,73008.0080551985
"252",1,4,"Maria","Ojeda",FALSE,FALSE,1982,82593.6096580058
"253",1,2,"Katrina","Kim",FALSE,FALSE,1924,2559.12039645829
"254",1,4,"Brianna","Prieto",FALSE,FALSE,1984,74295.7639410445
"255",1,6,"Muneefa","el-Abbasi",FALSE,FALSE,1996,35404.1706872005
"256",0,5,"Pierce","Roberts",FALSE,FALSE,1996,30491.0952929277
"257",0,3,"Jeffery","Bader",FALSE,FALSE,1998,30137.2077807199
"258",1,4,"Blanca","Buena",FALSE,FALSE,1965,128578.533129962
"259",1,2,"Chandler","Qiu",FALSE,FALSE,1993,40404.0309264006
"260",1,6,"Amal","al-Dallal",FALSE,FALSE,1971,118798.098287583
"261",0,3,"Robert","Roller",FALSE,FALSE,1948,46283.2645104372
"262",0,5,"Nicholas","Larkin",FALSE,FALSE,1927,3634.57933764126
"263",1,6,"Haamida","el-Jaber",FALSE,FALSE,1965,138636.16316823
"264",0,1,"Wyatt","Tharpe",FALSE,FALSE,1920,1129.01764487106
"265",0,1,"Christopher","Wall",FALSE,FALSE,1960,90112.8854133602
"266",1,2,"Sierra","Du",FALSE,FALSE,2003,39639.7344494477
"267",0,5,"Cameron","Nierman",FALSE,FALSE,1951,58403.1830116415
"268",1,6,"Israa","al-Naderi",FALSE,FALSE,1950,67404.5940045148
"269",0,1,"David","Horst",FALSE,FALSE,1948,50650.107062324
"270",1,6,"Sabeeha","al-Jamil",FALSE,FALSE,1986,66429.8189575445
"271",0,1,"Damian","Ironcloud",FALSE,FALSE,1941,25180.6375356746
"272",0,3,"David","Frazier",FALSE,FALSE,1951,55281.7571964565
"273",1,4,"Samantha","Loera Martinez",FALSE,FALSE,2003,34759.5060231945
"274",0,1,"Dyami","Munoz",FALSE,FALSE,1935,10864.0118070804
"275",0,5,"Chance","Ryerson",FALSE,FALSE,1920,1183.65313079186
"276",1,4,"Venetty","Rivera",FALSE,FALSE,1979,87571.1197031447
"277",1,6,"Waseema","el-Gaber",FALSE,FALSE,1988,59206.78745531
"278",1,6,"Majdiyya","el-Khatib",FALSE,FALSE,1950,62164.1006677981
"279",0,3,"Darian","Derr-Davis",FALSE,FALSE,1993,27678.9322127944
"280",1,6,"Safiyya","al-Muhammad",FALSE,FALSE,1949,63130.2854037763
"281",1,2,"Alexandrea","Bryant",FALSE,FALSE,1954,86024.8131887896
"282",1,4,"Ashley","Perez",FALSE,FALSE,1930,7141.80785567027
"283",1,2,"Alaina","Leng",FALSE,FALSE,1985,71113.8470827927
"284",0,1,"Jacob","Redfern",FALSE,FALSE,1933,9772.97110974894
"285",1,2,"Alexia","Hoang",FALSE,FALSE,1927,4423.04881911084
"286",1,4,"Alyssa","Hansen",FALSE,FALSE,1969,131952.411065983
"287",0,5,"Ian","Taulbee",FALSE,FALSE,2004,31550.9438695435
"288",1,6,"Mawhiba","al-Husain",FALSE,FALSE,1929,6523.94504596732
"289",1,2,"Monina","Murtari",FALSE,FALSE,1963,121976.722802868
"290",1,2,"Samantha","Tracy",FALSE,FALSE,1995,38373.7820341968
"291",0,3,"Isaac","Johnson",FALSE,FALSE,1988,47798.703651902
"292",1,2,"Dana","Min",FALSE,FALSE,2001,35049.0625567323
"293",0,1,"Hunter","Cruz",FALSE,FALSE,1951,59787.5530415541
"294",0,3,"Frederick","Gooch",FALSE,FALSE,1953,61013.8840324702
"295",0,1,"Ryan","Shibles",FALSE,FALSE,1986,54669.18683875
"296",0,3,"Oree","Compton",FALSE,FALSE,1971,102713.25505954
"297",0,5,"Robert","Furlong",FALSE,FALSE,2000,28641.062625698
"298",1,6,"Kaazima","el-Azad",FALSE,FALSE,1921,1574.7402498393
"299",1,2,"Amanda","Amaral",FALSE,FALSE,1989,51220.785667548
"300",0,3,"Zachary","Hall",FALSE,FALSE,1935,11116.5733625355
"301",1,2,"Betty","Jeon",FALSE,FALSE,1965,122575.640401961
"302",1,6,"Naadiya","al-Can",FALSE,FALSE,1976,117639.225748746
"303",0,1,"Taylor","Regan",FALSE,FALSE,1932,7751.78418513358
"304",1,6,"Naaifa","el-Allee",FALSE,FALSE,1969,127773.434645569
"305",0,5,"Kealan","Anderson",FALSE,FALSE,1956,80826.5894138547
"306",0,1,"Ezequiel","Sullivan",FALSE,FALSE,1968,106715.764694573
"307",0,1,"Charles","Anderson",FALSE,FALSE,1924,2204.9109261395
"308",0,1,"Gage","Parker",FALSE,FALSE,1953,62937.4243557254
"309",0,5,"Alexander","Von Eschen",FALSE,FALSE,1983,70105.3233962816
"310",1,6,"Shaakira","al-Sahli",FALSE,FALSE,1930,7328.38616958287
"311",1,4,"Ana","Montoya",FALSE,FALSE,1940,27473.5794047419
"312",1,6,"Faraah","al-Salama",FALSE,FALSE,1981,92807.491226227
"313",1,2,"Carrie","Xiong",FALSE,FALSE,1947,49778.423612242
"314",1,4,"Josefa","Gallegos",FALSE,FALSE,1953,82857.7407322544
"315",0,1,"Sky","Pronteau",FALSE,FALSE,1928,3930.6549124255
"316",1,6,"Waheeba","al-Hossain",FALSE,FALSE,1968,140217.383132724
"317",1,4,"Jerrica","Roque",FALSE,FALSE,1932,8845.95012180705
"318",1,6,"Taaliba","el-Ahsan",FALSE,FALSE,1954,78416.6501211759
"319",0,5,"Blake","Julius",FALSE,FALSE,1969,104987.076016931
"320",0,1,"Nico","Mills",FALSE,FALSE,1993,33366.3847130717
"321",1,4,"Michelle","Archibeque",FALSE,FALSE,1961,108095.663288726
"322",1,4,"Katelyn","Deherrera",FALSE,FALSE,1945,41249.5202444759
"323",0,3,"Isaiah","Grey",FALSE,FALSE,1995,29902.2641245903
"324",1,4,"Starla","Guzman-Gomez",FALSE,FALSE,1938,21767.7807511097
"325",1,6,"Safiyya","el-Mahmood",FALSE,FALSE,1998,35461.1101086424
"326",0,5,"Taylor","Theis",FALSE,FALSE,2002,32463.1055542611
"327",1,2,"Socheata","Asmarzadeh",FALSE,FALSE,1941,33714.9046116618
"328",1,6,"Nahla","el-Matin",FALSE,FALSE,1963,132711.233285934
"329",1,4,"Christina","Colson",FALSE,FALSE,1941,28596.5767199197
"330",0,1,"Sidney","Burnsed",FALSE,FALSE,1999,27838.5835166033
"331",1,6,"Fat'hiyaa","el-Halim",FALSE,FALSE,1992,39927.4359062024
"332",1,2,"Judy","Trinh",FALSE,FALSE,2005,40471.219423847
"333",0,1,"Sage","Begay",FALSE,FALSE,1924,2296.87676360896
"334",1,4,"Kayla","Ramos",FALSE,FALSE,1945,43527.6466560531
"335",0,5,"Cooper","Chambers",FALSE,FALSE,1964,103957.274754432
"336",1,6,"Hiwaaya","al-Ramin",FALSE,FALSE,1981,92108.179402013
"337",0,1,"Joseph","Lobato",FALSE,FALSE,1990,38336.08138032
"338",1,4,"Viviana","Ibarra-Mata",FALSE,FALSE,1950,64473.5072223221
"339",0,5,"Joshua","Pacher",FALSE,FALSE,1923,1699.06590619317
"340",0,3,"Caleb","Lytle",FALSE,FALSE,2001,29743.5098218032
"341",0,5,"Jacob","Pollard",FALSE,FALSE,1958,87849.9325702124
"342",0,1,"Lane","Sleeper",FALSE,FALSE,1949,48320.1740401691
"343",0,3,"Chadrick","Taylor",FALSE,FALSE,1987,46753.1650243319
"344",0,3,"Anthony","Robbins",FALSE,FALSE,1940,22931.1487801452
"345",1,4,"Elena","Bustos-Infante",FALSE,FALSE,1949,65154.014729285
"346",0,3,"Mohamed","Hearns",FALSE,FALSE,1966,110619.478689733
"347",1,2,"Yu Jin","Hoffpauir",FALSE,FALSE,1959,110683.259974567
"348",1,4,"Lizette","Herrera",FALSE,FALSE,1950,65384.2428220801
"349",0,5,"Devin","Mccullough",FALSE,FALSE,1933,9612.68684448066
"350",1,6,"Hakeema","el-Hasen",FALSE,FALSE,1930,7115.20184235158
"351",0,1,"Christophe","Mills",FALSE,FALSE,1987,47084.1927913464
"352",1,6,"Tahiyya","el-Sader",FALSE,FALSE,1924,2596.36199620056
"353",0,5,"Torrea","Franklin",FALSE,FALSE,1926,3072.70500872313
"354",0,1,"Manuel","Russell",FALSE,FALSE,1974,97987.6515250954
