"","gender","ethnicity","first_name","last_name","Avenger","Superhero","year_birth","income"
"70",1,2,"Maya","Wu",FALSE,FALSE,1988,49644.2551331772
"71",0,3,"Laron","Black",FALSE,FALSE,1989,36505.1401542349
"72",1,2,"Allyson","Diep",FALSE,FALSE,1968,110873.240735409
"73",0,5,"Daniel","Neckel",FALSE,FALSE,1967,93574.5015501764
"74",1,6,"Nadiyya","al-Arif",FALSE,FALSE,1929,4943.69697492083
"75",0,1,"Nickolas","Roberts",FALSE,FALSE,1954,69220.0183714175
"76",1,4,"Yesenia","Zarate",FALSE,FALSE,1949,54084.2614042494
"77",1,4,"Ariel","Harlan",FALSE,FALSE,1979,80936.4655089018
"78",0,3,"Antonio","Oliver",FALSE,FALSE,1947,39458.8848362428
"79",1,4,"Trina","Palacios",FALSE,FALSE,1990,41900.1290949168
"80",0,5,"Tristan","Keefe",FALSE,FALSE,1946,36771.412104052
"81",1,6,"Imtinaan","el-Sawaya",FALSE,FALSE,1975,105527.365394072
"82",0,3,"Dejuan","Williams",FALSE,FALSE,1958,77150.3051949635
"83",0,3,"Sakou","Anderson",FALSE,FALSE,1994,26837.8989628131
"84",0,1,"Christopher","Fredericks",FALSE,FALSE,1935,10840.3077893012
"85",1,4,"Vanessa","Epperson",FALSE,FALSE,2004,30680.0743831687
"86",0,3,"Solomon","Mcdonald",FALSE,FALSE,1954,67471.0412043322
"87",0,3,"Otto","Lee Graham",FALSE,FALSE,1935,10430.8688694877
"88",0,3,"Kevin","Alak",FALSE,FALSE,2002,25507.5589903312
"89",0,5,"Grant","Murley",FALSE,FALSE,2004,27831.0799050328
"90",1,6,"Mayyaada","al-Abad",FALSE,FALSE,1946,43380.116059957
"91",1,2,"Mallory","Tran",FALSE,FALSE,1941,26938.5228748211
"92",1,6," Huda","al-Farooq",FALSE,FALSE,1948,46176.6806453554
"93",0,1,"Andrew","Castaneda",FALSE,FALSE,1988,42056.0540613766
"94",1,4,"Cristina","Reza",FALSE,FALSE,2004,31092.7994759664
"95",1,4,"Breanna","Johnson",FALSE,FALSE,1933,11749.1267873011
"96",0,1,"Nigel","Aldaco",FALSE,FALSE,1953,61563.3239340878
"97",1,2,"Onthima","Fan",FALSE,FALSE,1990,41864.3203279035
"98",0,5,"Riley","Stewart",FALSE,FALSE,1922,1391.03150879701
"99",0,5,"Jared","Mounsey",FALSE,FALSE,1955,61856.0826402661
"100",0,1,"Herman","Welker",FALSE,FALSE,1922,1328.48178979034
"101",0,3,"Jehu","Shobe",FALSE,FALSE,1927,3539.07553540033
"102",0,3,"Yonathan","Robinson",FALSE,FALSE,2003,25808.271847526
"103",1,4,"Brianna","Diaz",FALSE,FALSE,1920,1090.11812517782
"104",0,1,"Deangelo","Legarde",FALSE,FALSE,1954,59102.5246639231
"105",1,2,"Lia","Chang",FALSE,FALSE,1967,121895.987017568
"106",0,1,"Courtlandt","Leil",FALSE,FALSE,1939,16260.9492992998
"107",0,1,"Richard","Mckinley",FALSE,FALSE,1939,16605.2102828098
"108",0,3,"Avonte","Rush",FALSE,FALSE,1953,55421.2875180917
"109",1,5,"Henry","Pym",TRUE,TRUE,1962,50364.824719727
"110",0,1,"Phayd","White",FALSE,FALSE,1968,93064.2290139284
"111",0,3,"Hughson","Hughes",FALSE,FALSE,1944,32489.4143685026
"112",0,1,"Dylan","Herrera",FALSE,FALSE,1940,19383.9159862287
"113",1,6,"Ibtisaama","el-Kader",FALSE,FALSE,1955,82971.8639333899
"114",1,2,"Jenny","Liu",FALSE,FALSE,1963,98008.0478344071
"115",1,2,"Sylvia","Kumar",FALSE,FALSE,1988,51408.6095167056
"116",1,2,"Alma","Wojtowick",FALSE,FALSE,1985,61046.295227028
"117",0,3,"Montay","Jamerson",FALSE,FALSE,1928,3864.19229402436
"118",1,2,"Janet","Mercado",FALSE,FALSE,2001,35348.2474934298
"119",1,4,"Angel","Escarcega",FALSE,FALSE,1972,123084.812676639
"120",0,1,"Will","Franklin",FALSE,FALSE,1977,77106.3139340615
"121",0,3,"Aaron","Fay",FALSE,FALSE,1922,1492.23713676211
"122",1,6,"Muhjar","al-Akram",FALSE,FALSE,2004,31809.7302048224
"123",1,2,"Lianne","Lee",FALSE,FALSE,1987,59752.0595346303
"124",0,3,"Walter","Hunter",FALSE,FALSE,2002,27275.6747063845
"125",0,1,"Aric","Cable",FALSE,FALSE,1950,52993.7929042004
"126",1,2,"Harneet","Merlan",FALSE,FALSE,1967,109697.376088285
"127",0,5,"John","Marshall",FALSE,FALSE,2002,28618.9159342406
"128",0,3,"Duan","Buchholz",FALSE,FALSE,2005,25975.5824126163
"129",0,1,"Caleb","Robertson",FALSE,FALSE,1955,67050.7112845009
"130",1,6,"Naafoora","el-Salaam",FALSE,FALSE,1982,79742.0641497865
"131",0,1,"Ty","Oster",FALSE,FALSE,1929,4198.88257104632
"132",0,1,"Michael","Hanson",FALSE,FALSE,1980,66728.0338732598
"133",0,1,"Rhemedio","Siers",FALSE,FALSE,1935,10981.4420118585
"134",0,3,"Tyran","Maxwell",FALSE,FALSE,1969,98491.9068723908
"135",1,2,"Tianna","Siagian",FALSE,FALSE,1959,110881.427029411
"136",0,5,"Christopher","Lilley Fogle",FALSE,FALSE,1975,87000.9005521801
"137",1,6,"Nasreen","el-Aydin",FALSE,FALSE,1972,112765.325347884
"138",1,4,"Roberta","Arreolaperez",FALSE,FALSE,1986,70792.4742364338
"139",0,3,"Leaman","Coleman",FALSE,FALSE,1977,81043.135444907
"140",1,6,"Aliyya","al-Shahidi",FALSE,FALSE,1975,99619.0171449793
"141",0,3,"Xavier","Howlette III",FALSE,FALSE,1959,80814.1028532796
"142",0,1,"William","Haring",FALSE,FALSE,1988,40785.5945031877
"143",1,2,"Kimberly","Bhartiya",FALSE,FALSE,2003,29998.1361502618
"144",1,6,"Thaamira","el-Younis",FALSE,FALSE,1965,107886.845134944
"145",0,5,"Travis","Woller",FALSE,FALSE,1996,26094.0368450799
"146",0,1,"Brandon","Two Crow",FALSE,FALSE,1937,13573.1931181453
"147",1,4,"Ashley","Cardenas",FALSE,FALSE,1956,81490.4045439617
"148",0,1,"Tyler","Laner",FALSE,FALSE,1938,16895.0982699235
"149",0,5,"Zacharie","Galvin-Bailey",FALSE,FALSE,1999,26063.5635932
"150",0,1,"Joseph","Herrera",FALSE,FALSE,1998,27698.0201682599
"151",1,2,"Carolyn","Konishi",FALSE,FALSE,1940,23159.8198704814
"152",0,1,"Joseph","Ortiz",FALSE,FALSE,1979,74429.0470111543
"153",1,2,"Sruthi","Van Zee",FALSE,FALSE,1934,10826.5668395641
"154",1,2,"Linh","Wu",FALSE,FALSE,1963,112505.373925903
"155",1,4,"Jessica","Hernandez-Ortiz",FALSE,FALSE,1982,76656.4233955837
"156",0,3,"Ibrahima","Taylor",FALSE,FALSE,1968,91464.7069825092
"157",0,3,"Cameron","Rasberry-Jenkins",FALSE,FALSE,1987,44399.2287078068
"158",1,2,"Charlotte","Brock",FALSE,FALSE,1938,18317.7463380935
"159",0,1,"Clayton","Wommack",FALSE,FALSE,2002,26442.2953841594
"160",0,5,"Cody","Clement",FALSE,FALSE,1951,52568.0099091117
"161",1,2,"Sweta","Bishop",FALSE,FALSE,1974,104593.220920026
"162",0,5,"Matthew","Paullins",FALSE,FALSE,1986,48606.1611811239
"163",0,1,"Dakota","Vasquez",FALSE,FALSE,1987,45912.0835664234
"164",0,5,"Kyle","Smith",FALSE,FALSE,1998,25701.897573624
"165",1,2,"Emily","Ho",FALSE,FALSE,1985,64784.7752849426
"166",0,5,"Brian","Hubbard",FALSE,FALSE,1997,28063.8933004318
"167",1,6,"Safaaa","al-Omar",FALSE,FALSE,1960,105798.774386343
"168",1,2,"Esther","New",FALSE,FALSE,1960,113418.093083826
"169",1,4,"Linda","Mendez-Martinez",FALSE,FALSE,1948,49305.3082665185
"170",1,2,"Chloe","Powell",FALSE,FALSE,1999,31486.4143852814
"171",0,1,"Jason","Livesay",FALSE,FALSE,1992,29633.5455568551
"172",0,3,"Ta'John","Smith",FALSE,FALSE,1945,35420.1675381099
"173",0,1,"Frederico","Sharkey",FALSE,FALSE,1961,82059.6762021212
"174",0,1,"Blain","Bernal",FALSE,FALSE,1970,92890.6297677268
"175",1,2,"Valerie","Boyer",FALSE,FALSE,1971,110475.486929142
"176",0,5,"Zachary","Hicks",FALSE,FALSE,1950,44017.8396003382
"177",1,4,"Josephina","Quezada",FALSE,FALSE,1972,101472.658044995
"178",0,1,"Morgan","Jones",FALSE,FALSE,2004,29027.2977725071
"179",0,1,"Bradley","Woodie",FALSE,FALSE,1948,42715.6935556553
"180",1,6,"Salwa","al-Rahmani",FALSE,FALSE,1956,86472.050118001
"181",1,6,"Tawfeeqa","el-Zafar",FALSE,FALSE,1956,84712.8034324135
"182",1,6,"Khaira","al-Baluch",FALSE,FALSE,1945,41287.2215791541
"183",1,2,"Tenzin","Moua",FALSE,FALSE,1934,11172.9245628383
"184",0,1,"Warren","Bayles",FALSE,FALSE,1940,19198.19655248
"185",0,3,"Justin","Holt-Middleton",FALSE,FALSE,1981,65095.6819426238
"186",1,4,"Lysandra","Bodkin",FALSE,FALSE,1938,19502.6153101371
"187",1,4,"Corrinna","Otero Rosario",FALSE,FALSE,1935,12020.3310081374
"188",1,2,"Linh Thi","Nalla",FALSE,FALSE,1980,85579.8360428973
"189",1,6,"Zuhaira","al-Nasrallah",FALSE,FALSE,1990,46234.0229366776
"190",0,3,"Ray","Furqan",FALSE,FALSE,1967,97320.1765853399
"191",0,5,"Clayton","Van Dyke",FALSE,FALSE,1971,93248.338344866
"192",0,5,"Patrick","Thompson",FALSE,FALSE,1993,26402.3502279668
"193",1,4,"Nardy","Armendariz",FALSE,FALSE,1995,32031.5671841108
"194",0,1,"Daniel","Cox",FALSE,FALSE,1922,1463.91514889254
"195",1,2,"Ginger","Pham",FALSE,FALSE,1964,110309.014486226
"196",1,4,"Venus","Gomez",FALSE,FALSE,1963,113258.416934772
"197",1,6,"Aadila","el-Aydin",FALSE,FALSE,1920,1068.49267498311
"198",0,5,"Alec","Schneider",FALSE,FALSE,1933,7938.24674804705
"199",1,6,"Nazeeha","el-Youssef",FALSE,FALSE,1942,27989.1945583858
"200",0,1,"Jarrett","Billy",FALSE,FALSE,1990,37255.7863987668
"201",1,2,"Mika","Russ",FALSE,FALSE,1962,103454.443399633
"202",1,6,"Azeema","el-Farrah",FALSE,FALSE,1926,3343.19802175701
"203",1,4,"Cinthia","Sanchez",FALSE,FALSE,1936,13792.5620204298
"204",1,2,"Pwint","Piazza",FALSE,FALSE,1947,45629.2817252173
"205",0,1,"Jose","Mckay",FALSE,FALSE,1999,27098.3224624763
"206",0,3,"Kevon","Miles",FALSE,FALSE,1998,27704.4503978667
"207",0,3,"Quentin","Bennett",FALSE,FALSE,1920,950.047608199728
"208",0,3,"Cheyne","Sconiers",FALSE,FALSE,2003,28252.0815822858
"209",0,1,"Elijah","Estes",FALSE,FALSE,1954,61062.3873512583
"210",0,1,"Marcus","Strange Owl",FALSE,FALSE,1942,22510.8136853483
"211",0,5,"Danny","Masse",FALSE,FALSE,1961,92874.7008510055
"212",1,6,"Saleema","el-Karim",FALSE,FALSE,1930,5966.50881717115
"213",1,4,"Emma","Castro",FALSE,FALSE,1945,39544.7222365615
"214",0,3,"Marcus","Lee",FALSE,FALSE,1987,52362.8619471311
"215",1,2,"Nkaujzoo","Hendricks",FALSE,FALSE,1957,100518.902298583
"216",0,1,"Elias","Martinez",FALSE,FALSE,1949,45268.0083607039
"217",0,3,"Elijah","Thornton",FALSE,FALSE,1937,13320.345252298
"218",0,1,"Ian","Hammond",FALSE,FALSE,1998,26330.6404138421
"219",1,2,"Charlotte","Blair",FALSE,FALSE,1946,45924.3127874321
"220",1,2,"Khanh","Im",FALSE,FALSE,1940,23804.9464236888
"221",1,6,"Faraah","al-Yousef",FALSE,FALSE,1986,58796.6695504554
"222",0,1,"Daniel","Navarro",FALSE,FALSE,1981,71072.6185981662
"223",0,3,"Harold","Joshua",FALSE,FALSE,1921,1016.19509784737
"224",1,4,"Isabella","Marin-Cantu",FALSE,FALSE,1945,41433.6470321822
"225",1,4,"Tori","Carreon",FALSE,FALSE,1999,30929.2798503322
"226",0,5,"Trevor","Braunlich",FALSE,FALSE,2002,26047.4588208267
"227",0,3,"Berhanmeskel","Williams-Perkins",FALSE,FALSE,1985,56673.0876082581
"228",1,2,"Birva","Chea",FALSE,FALSE,1964,112657.915841459
"229",1,2,"Samantha","Singh",FALSE,FALSE,1923,1721.50616134988
"230",0,3,"Vashon","Malone",FALSE,FALSE,1935,10456.6753183618
"231",1,2,"Purushka","Johnson",FALSE,FALSE,1937,16696.8683199409
"232",1,4,"Colette","Herrera Silva",FALSE,FALSE,1962,107503.508603823
"233",0,1,"Michael","Ortiz",FALSE,FALSE,1938,16466.2014344951
"234",1,4,"Annice","Flores",FALSE,FALSE,1926,3413.72326720185
"235",1,2,"Lynnji","Srinivasan",FALSE,FALSE,1957,86805.5398307931
"236",1,4,"Alexandria","Lucero",FALSE,FALSE,1981,82016.4592765613
"237",1,2,"Kalia","Quan",FALSE,FALSE,1954,75563.4481122096
"238",0,1,"Cody","Baker",FALSE,FALSE,1958,79820.6605712709
"239",0,3,"Amaurey","Brigham",FALSE,FALSE,1939,18488.7413375118
"240",0,5,"Wyatt","Greeno",FALSE,FALSE,1956,75943.1164869863
"241",0,1,"Devon","Fierro",FALSE,FALSE,1955,63524.6922644247
"242",1,6,"Saabiqa","el-Masri",FALSE,FALSE,1986,58269.5897109247
"243",0,1,"Kevin","Lial",FALSE,FALSE,1998,26585.492721029
"244",1,2,"Della","Keen",FALSE,FALSE,1934,11067.5283040242
"245",1,6,"Mutee'a","el-Shams",FALSE,FALSE,1925,2833.86321617586
"246",1,6,"Haazima","al-Assaf",FALSE,FALSE,1966,117798.138947369
"247",0,5,"Ryan","Boyd-Darnell",FALSE,FALSE,1949,44600.5622258462
"248",1,4,"Alejandra","Garcia",FALSE,FALSE,1959,101849.132436535
"249",0,5,"Maxwell","Millard",FALSE,FALSE,1961,88557.1481480081
"250",0,3,"Hakeem","Sisco",FALSE,FALSE,1953,58694.4007222291
"251",0,3,"Colten","Parris",FALSE,FALSE,1937,13209.7550456497
"252",1,6,"Mahaa","al-Naim",FALSE,FALSE,1963,109860.243931949
"253",1,2,"Urja","Patterson",FALSE,FALSE,1957,88372.3296612686
"254",0,1,"Carlee","Pallister",FALSE,FALSE,1986,50129.7889043316
"255",1,6,"Iffat","el-Fahmy",FALSE,FALSE,1928,4796.97923147731
"256",1,4,"Brea","Vargas",FALSE,FALSE,1931,7467.80293985331
"257",0,3,"Jordan","Durrah",FALSE,FALSE,1994,27535.7726320741
"258",0,5,"Jonah","Wagner",FALSE,FALSE,1950,48754.3056483764
"259",0,5,"Jonathan","Waite",FALSE,FALSE,1967,91435.6245335162
"260",0,5,"Wayne","Gartner",FALSE,FALSE,1921,1114.15155961484
"261",0,5,"Spencer","Pond",FALSE,FALSE,1924,1877.7459971235
"262",1,6,"Taamira","al-Sami",FALSE,FALSE,1924,2634.50074577293
"263",0,3,"Vincent","Kalu",FALSE,FALSE,1926,2715.62561781781
"264",0,5,"Landon","Child",FALSE,FALSE,1962,77240.7497656569
"265",0,1,"Brandon","Villa",FALSE,FALSE,1951,51013.2118414769
"266",1,4,"Nexi","Moncayo",FALSE,FALSE,1983,69112.6518017764
"267",1,2,"Rubecca","Cuizon",FALSE,FALSE,1952,76522.7306668682
"268",0,5,"Zachary","Martch",FALSE,FALSE,1956,72842.1606972976
"269",1,4,"Limberg","Martinez",FALSE,FALSE,1974,107137.851425913
"270",1,2,"Sara","Gaddipati",FALSE,FALSE,1998,30234.1281459462
"271",0,1,"Justin","Grohman",FALSE,FALSE,1984,55023.885234434
"272",0,1,"Shay","Yanito",FALSE,FALSE,1926,2537.27755726295
"273",1,2,"Juyoung","Li",FALSE,FALSE,1939,19920.9774931271
"274",0,1,"Milton","Blueeyes",FALSE,FALSE,1978,75694.959048985
"275",0,1,"Jay","Mcclanahan-Saenz",FALSE,FALSE,2002,28778.5053984421
"276",1,4,"Joanna","Medina",FALSE,FALSE,1988,54939.7065308165
"277",0,1,"Eli","Mcgill",FALSE,FALSE,1949,47188.1484372197
"278",1,4,"Cierra","Lopez",FALSE,FALSE,2004,34754.4610491332
"279",1,2,"Tika","Brown",FALSE,FALSE,1943,33031.0228304093
"280",0,5,"Andrew","Durdic",FALSE,FALSE,1936,12148.141748357
"281",1,4,"Jacqueline","Giron-Veliz",FALSE,FALSE,1974,103073.685104745
"282",0,5,"Ryan","Hopkins",FALSE,FALSE,2001,26464.5528403278
"283",1,4,"Jade","Martinez",FALSE,FALSE,1921,1400.40175800341
"284",0,5,"Shane","Lucero",FALSE,FALSE,1927,3472.07074709899
"285",1,2,"Anita","Wu",FALSE,FALSE,1945,44556.8600307746
"286",1,2,"Angie","Tran",FALSE,FALSE,1947,45418.9824040111
"287",0,1,"Corey","Lucero",FALSE,FALSE,1949,45107.8826078995
"288",0,5,"Keenan","Aldridge",FALSE,FALSE,1962,89358.596151002
"289",0,3,"Toniesha","Brinson",FALSE,FALSE,1947,38670.1683581533
"290",1,2,"Susan","Lor",FALSE,FALSE,1953,76910.5869822808
"291",0,3,"Cannon","Miller",FALSE,FALSE,1936,11905.2331455143
"292",0,1,"Theador","Spencer",FALSE,FALSE,1994,26628.5774696113
"293",1,4,"Brittany","Romo",FALSE,FALSE,1956,84441.9496955718
"294",0,3,"Krishnor","Rouse",FALSE,FALSE,2001,24434.3580187283
"295",1,6,"Gaitha","al-Husain",FALSE,FALSE,1951,62661.0447903466
"296",0,1,"Javonte","Kuhlmann Kazay",FALSE,FALSE,1988,39874.0780671448
"297",0,3,"Tyrone","Mullins",FALSE,FALSE,1965,91087.4051300308
"298",1,2,"Tiffany","Ngo",FALSE,FALSE,2005,33036.9645508783
"299",1,6,"Mubeena","al-Zaidi",FALSE,FALSE,2002,31831.7174822976
"300",1,2,"Selene","Lam",FALSE,FALSE,1971,115083.223432722
"301",0,1,"Christian","Warren",FALSE,FALSE,1995,27088.9147469061
"302",1,4,"Lindalee","Diaz",FALSE,FALSE,1993,31419.3452665474
"303",0,3,"Quintin","Morgan",FALSE,FALSE,1994,26195.5072778941
"304",1,6,"Rayyana","el-Masri",FALSE,FALSE,1938,20377.4789293557
"305",0,1,"Vincent","Chavarria",FALSE,FALSE,1986,47649.4243093801
"306",0,3,"Adnan","Davis",FALSE,FALSE,1924,1999.90406402873
"307",0,1,"Emilio","Davis",FALSE,FALSE,1949,43665.6764346029
"308",0,5,"Colton","Timm",FALSE,FALSE,1991,35329.5720152023
"309",0,5,"Cory","Woody",FALSE,FALSE,1921,1120.8899258802
"310",1,4,"Imelda","Perez",FALSE,FALSE,1953,77893.8616406357
"311",1,2,"Tiare","Olsen",FALSE,FALSE,1974,108410.304568492
"312",1,4,"Marijane","Abeyta",FALSE,FALSE,2000,30289.3540075685
"313",0,5,"Logan","Clausen",FALSE,FALSE,1949,44996.866311949
"314",1,2,"Charlotte","Falor",FALSE,FALSE,1989,42130.6299501281
"315",0,1,"Philman","Rice",FALSE,FALSE,1921,1091.01345696709
"316",0,3,"Collin","Jones",FALSE,FALSE,1974,82690.4241233433
"317",1,6,"Saahira","el-Mahdi",FALSE,FALSE,1996,31632.88508387
"318",1,6,"Hissa","al-Yousuf",FALSE,FALSE,1983,69125.5236680403
"319",0,3,"Samuel","Flakes",FALSE,FALSE,1939,17852.7211703527
"320",1,4,"Sierah","Cortez Luevano",FALSE,FALSE,1953,77947.4810126447
"321",0,5,"Macklin","Kuss",FALSE,FALSE,1956,67030.9170877446
"322",1,4,"Iris","Orrantia",FALSE,FALSE,1970,120021.429515239
"323",1,6,"Sahar","al-Amer",FALSE,FALSE,1924,2395.07008231174
"324",0,1,"Ruben","Oetken",FALSE,FALSE,1934,9923.44591283116
"325",0,1,"Ian","Powell",FALSE,FALSE,1943,27094.9974285842
"326",1,4,"Nayeli","Garcia",FALSE,FALSE,1976,104718.108408313
"327",0,1,"Duncan","Needham",FALSE,FALSE,1929,4840.35906639323
"328",1,4,"Heather","Ewing",FALSE,FALSE,1972,110036.255143512
"329",1,6,"Haafiza","el-Masih",FALSE,FALSE,1939,21349.5905307672
"330",1,6,"Zarqaa","el-Ally",FALSE,FALSE,2001,35992.9689933217
"331",1,4,"Brooke","Trujillo",FALSE,FALSE,1945,38777.5974010753
"332",0,5,"Timothy","Ward",FALSE,FALSE,1979,67047.9435979836
"333",1,2,"Grace","Truong",FALSE,FALSE,1976,99367.8587585211
"334",0,3,"Sidney","Bell",FALSE,FALSE,1967,95861.0722786456
"335",1,2,"Nyla","Thammarath",FALSE,FALSE,1945,41202.9936703609
"336",0,1,"Corie","Ransom",FALSE,FALSE,1977,77992.0180767061
"337",0,5,"Dustin","Collins",FALSE,FALSE,1963,84792.2604445647
"338",1,6,"Sadeeda","el-Mussa",FALSE,FALSE,1941,25956.679136334
"339",0,1,"Nicholas","Le Beau",FALSE,FALSE,1974,90136.597660291
"340",1,6,"Qisma","el-Hatem",FALSE,FALSE,1982,77227.330245726
"341",1,2,"Pinkan","Park",FALSE,FALSE,1963,119232.530374255
"342",1,2,"Huong","Chu",FALSE,FALSE,1951,68421.8406483664
"343",1,2,"Stephanie","Mee",FALSE,FALSE,1998,30473.1479291576
"344",1,6,"Raheema","al-Ammar",FALSE,FALSE,1986,56198.387521427
"345",0,1,"Richard","Bruce",FALSE,FALSE,1930,4937.12282721159
"346",0,5,"Matthew","Harris",FALSE,FALSE,1983,59165.4833511616
"347",1,4,"Griselda","Martinez",FALSE,FALSE,1967,114206.387852818
"348",0,3,"Tavin","Gadison",FALSE,FALSE,1957,79132.9954129631
"349",0,1,"Kevin","Frost",FALSE,FALSE,2001,27128.8668535756
"350",1,6,"Thaamira","el-Sinai",FALSE,FALSE,1968,119618.298665974
"351",0,3,"Jonathon","Mcbride",FALSE,FALSE,1983,60461.9827023833
"352",1,2,"Arielle","Kim",FALSE,FALSE,1945,41053.054288741
"353",0,5,"Brandon","Nelson",FALSE,FALSE,1991,32518.4857341411
"354",0,1,"Ethan","Tunnell",FALSE,FALSE,1985,51030.3967323791
