"","gender","ethnicity","first_name","last_name","territory","year_birth","income","height"
"34",1,4,"Nidia","Gonzalez","the Iron Islands",270,96636.0504037897,178.846367836094
"35",0,5,"Kevin","George","the Iron Islands",286,183671.13748522,194.009861785462
"36",1,6,"Fateena","al-Ramadan","the Crownlands",202,0.00023423451231864,175.373588535098
"37",0,1,"Cass","Day","the Iron Islands",210,0.00835495670573042,182.628241381393
"38",1,2,"Casie","Yang","the Vale of Arryn",248,3516.8103689641,179.569328103947
"39",0,3,"Gavin","Phiri","the Vale of Arryn",261,28798.7436897515,179.042856657865
"40",1,4,"Adriana","Olguin","the Riverlands",293,204645.366459543,178.974084526992
"41",0,5,"Patrick","Wieland","the Iron Islands",279,156816.67674945,182.903180948735
"42",1,6,"Mahdhoodha","el-Baccus","The Gift ",230,26.4892622788668,181.501107928302
"43",0,1,"Taylor","Burris","Beyond the Wall",245,1525.06715762827,176.906613533705
"44",1,2,"Ria","Rajopadhye","the Westerlands",280,182473.437743701,172.386475915447
"45",0,3,"Christian","Watkins","The Gift ",241,547.331867598991,185.235137050697
"46",1,4,"Jazmin","Martinez","the North",204,0.000633259799206699,173.678419642681
"47",0,5,"Griffin","Jones","Beyond the Wall",286,172345.142122484,181.23882462354
"48",1,6,"Zuhra","al-Ramin","the Westerlands",217,0.200621881304332,189.980005034111
"49",0,1,"Cordero","Natonabah","the Stormlands",256,13886.094356699,178.707821528668
"50",1,2,"Dana","Manley","the Reach",243,1062.47786749738,186.031280789492
"51",0,3,"Kristian","Powell","the Reach",297,173917.46355408,173.699569594663
"52",1,4,"Stacie","Caro","the Iron Islands",208,0.0038782977240036,191.36684260074
"53",0,5,"Nicholas","Samia","the Reach",260,26532.8114134114,169.823604648957
"54",1,6,"Aadila","el-Mattar","The Gift ",266,63177.1197736359,179.544807936434
"55",0,1,"Irquois","Jones","the Crownlands",240,428.102421116189,175.606404342095
"56",1,2,"Katie","Nguyen","the Wall",256,18893.1542159814,182.588953670357
"57",0,3,"Isaih","Samuels","the Iron Islands",298,168865.889806749,186.589596118359
"58",1,4,"Jasmine","Lomeli","the Stormlands",277,160101.962934665,184.151065789634
"59",0,5,"William","Miller","The Gift ",287,162227.94209606,176.867687823225
"60",1,6,"Amatullah","al-Saba","the North",285,184490.996414285,177.056482882893
"61",0,1,"Justin","Huff","the Stormlands",206,0.00136566562960141,171.894985501708
"62",1,2,"Kitty","Kelly","the Iron Islands",273,126916.131036501,187.173208448669
"63",0,3,"Parker","White-Smith","the North",298,171651.5166687,179.992828215813
"64",1,4,"Vanessa","Velez","the Westerlands",298,206493.888862202,175.636088313436
"65",0,5,"Matthew","Jones","the North",241,554.618347206936,182.583191023768
"66",1,6,"Mufeeda","el-Sharaf","the Reach",290,206835.714821258,182.732281362646
"67",0,1,"Christopher","Lightfoot","the Stormlands",222,1.18062308434615,188.833989008657
"68",1,2,"Taylor","Gabbert","the North",236,153.121538392432,182.479615068112
"69",0,3,"Sirmichael","Bond","the Iron Islands",294,162539.129289966,177.095976290435
"70",1,4,"Makaila","Melendez","the Iron Islands",205,0.000957510292477209,179.691285396242
"71",0,5,"Omar","Mahoney","the Wall",221,0.780567643823537,179.903483746772
"72",1,6,"Wafaaa","al-Abbasi","Beyond the Wall",287,209926.035979906,176.110707871779
"73",0,1,"Brandon","Noe","the Vale of Arryn",279,155142.298496932,176.624137107343
"74",1,2,"Jennifer","Chou","the Crownlands",214,0.0587703917650991,178.00059592684
"75",0,3,"Earl","Pebworth-Brown","the Riverlands",224,2.50228189963558,174.491774580783
"76",1,4,"Consepcion","Burd","the Stormlands",217,0.209848613864828,187.99436138951
"77",0,5,"Garrett","Seno","the Iron Islands",237,179.26258623468,175.771569211132
"78",1,6,"Nasreen","el-Tabatabai","The Gift ",291,199569.125191202,180.619773816248
"79",0,1,"Chaz","Larson","the Vale of Arryn",291,163725.590962451,172.356711408015
"80",1,2,"Jaylyn","Ling Chen","The Gift ",219,0.459933963596381,181.291402883202
"81",0,3,"Walter","Turnbough","Beyond the Wall",253,8630.80804212173,184.627043762904
"82",1,4,"Rosa","Pintor","Beyond the Wall",247,2463.8965808448,179.684867370698
"83",0,5,"Zachary","Mccracken","Beyond the Wall",225,3.27225863672654,184.089453818007
"84",1,6,"Radiyya","al-Shad","the Vale of Arryn",298,192437.976471062,179.258840131767
"85",0,1,"Austin","Wilson","the Crownlands",200,7.43494417171395e-05,175.084568981289
"86",1,2,"Shahrazad","Holmes","The Gift ",250,5390.54187221317,174.379017478769
"87",0,3,"Dukunde","Cisneros","the Stormlands",262,36383.2319405622,180.282896222687
"88",1,4,"Brandylee","Cook","the Iron Islands",215,0.101547156475596,182.34690689786
"89",0,5,"Dakota","Frary","the Iron Islands",209,0.00532991611987307,173.337631006584
"90",1,6,"Sahar","al-Morad","The Gift ",245,1696.60281120733,175.304100350871
"91",0,1,"Jake","Marshall","the Crownlands",270,94799.7384551809,186.016742628872
"92",1,2,"Lorissa","Quan","the Iron Islands",247,2854.06633886945,177.209518599928
"93",0,3,"Sirdushene","Gilbert","The Gift ",288,170108.720370753,181.191346889735
"94",1,4,"Celeste","Salomon","the Reach",253,9335.22070484701,172.757622256279
"95",0,5,"William","Hermann","the Vale of Arryn",231,27.015099819093,182.040338218474
"96",1,6,"Hadiyya","al-Sylla","the Stormlands",213,0.0376804170694675,187.975900763825
"97",0,1,"Jeremy","Harney","the North",227,6.98830454090746,173.606920324284
"98",1,2,"Julie","Barthe","the Riverlands",260,33070.4804512294,179.454021136123
"99",0,3,"Keyin","Biggers","Beyond the Wall",235,98.7265205805694,183.60102587356
"100",1,4,"Juana","Hernandez","the North",211,0.0155726092582684,182.909063114658
"101",0,5,"Ryan","Formanek","the Reach",227,7.1177736935138,169.25411126009
"102",1,6,"Gaitha","el-Zaidi","the Reach",272,129106.18472055,166.980939473705
"103",0,1,"Noah","Gabel","the Reach",258,19041.8722501368,182.442699616503
"104",1,2,"Olivia","Kim","Beyond the Wall",256,17433.5596996143,184.006579960963
"105",0,3,"Timothy","Crews","the Reach",232,35.1831319004971,184.071401588648
"106",1,4,"Daniela","Talavera","the North",239,348.010014515515,179.08776305216
"107",0,5,"Travis","Bohlender","the North",279,153653.528501263,190.831014022908
"108",1,6,"Khadeeja","el-Jafri","The Gift ",293,197554.731830183,184.020509605191
"109",0,1,"Kincaid","Martinez","the Westerlands",238,251.428677004522,182.980231450072
"110",1,2,"Kayli","Yuan","Beyond the Wall",216,0.127086220951689,172.883929314857
"111",0,3,"Wel","Snow","the Riverlands",297,164914.958226459,189.595207294626
"112",1,4,"Ruby","Sandoval","The Gift ",270,103813.853865606,177.071537411685
"113",0,5,"Derek","Alexander","the Vale of Arryn",290,163624.727622615,181.303330689073
"114",1,6,"Shafeeqa","el-Rahim","The Gift ",280,183880.689497128,178.359279171778
"115",0,1,"Dominic","Villegas","the Reach",242,679.926410434423,178.298888206616
"116",1,2,"Grace","Fontillas","the North",217,0.198736932889643,179.424330286842
"117",0,3,"Trevor","Taylor","the Reach",232,38.0258406058481,172.872156160442
"118",1,4,"Alejandra","Sanchez","the Vale of Arryn",244,1366.19055523753,176.597103754228
"119",0,5,"Raymond","Corboy","the Iron Islands",283,167298.71173685,178.255230190038
"120",1,6,"Musheera","al-Can","the Iron Islands",281,197400.905018347,179.460058613856
"121",0,1,"Brenden","Contreras","the Iron Islands",207,0.00213591009714113,185.325808546836
"122",1,2,"Melissa","Suh","the Crownlands",210,0.0102307939911445,168.550820021208
"123",0,3,"Alexander","Joseph","the Reach",256,14243.1261853186,187.586428552689
"124",1,4,"Vanity","Trejo","the North",241,683.328556674375,187.12343316751
"125",0,5,"Thomas","Pennel","the Riverlands",262,33345.1475587293,175.201662565467
"126",1,6,"Majeeda","el-Majeed","the North",245,1712.91069131886,181.585526567624
"127",0,1,"Dustin","Arguello","the Riverlands",230,19.6382515921423,182.661674927884
"128",1,2,"Karissa","Intavong","The Gift ",239,391.605676034388,182.941613167107
"129",0,3,"Jereek","Pyant","Beyond the Wall",286,173889.92633645,187.475564831439
"130",1,4,"Yesenia","Castro","The Gift ",273,140925.722718298,176.885844448482
"131",0,5,"Benjamin","Kibel","the Westerlands",276,142015.536069574,176.223366239083
"132",1,6,"Tasneem","el-Halim","The Gift ",249,4133.45796260559,174.220270743619
"133",0,1,"Clifton","Benson","The Gift ",266,56663.1988677208,178.688615190865
"134",1,2,"Victoria","Chase","the Riverlands",258,26386.4280598869,192.426446615061
"135",0,3,"Brian","Todd","the Reach",266,56768.3179632923,181.801166492353
"136",1,4,"Kyrah","Negrete","the Iron Islands",270,109696.487672961,175.402347432199
"137",0,5,"Austin","Guffey","the Vale of Arryn",227,7.6535713405127,169.753337832892
"138",1,6,"Kulthum","al-Pirani","the Westerlands",238,259.118243564114,177.408852812075
"139",0,1,"Collin","Melonas","the North",253,7563.95230301305,176.133911537034
"140",1,2,"Dixa","Entz","the Riverlands",245,1651.1317953439,173.653272712386
"141",0,3,"Donald","Goens","the Reach",217,0.165215751848739,178.940131429736
"142",1,4,"Kamisha","Botello Serrano","The Gift ",295,207422.904571215,175.090865071196
"143",0,5,"Marius","Mullen","Beyond the Wall",286,183451.794768534,175.844309662213
"144",1,6,"Hamda","al-Nasser","the North",260,31364.6460978129,181.778267935795
"145",0,1,"Ethan","Vermillion","Beyond the Wall",266,56866.6716492917,181.908645789045
"146",1,2,"Navya","Baird","the Reach",270,109369.589698601,182.055365707598
"147",0,3,"Daryon","Knight","The Gift ",221,0.823459408563242,180.815227210655
"148",1,4,"Jacklyn","Romero","the North",230,25.845392971625,173.346633378168
"149",0,5,"Matthew","Andersen","The Gift ",230,20.7803616295817,186.35006538618
"150",1,6,"Firdaus","el-Akhter","The Gift ",207,0.00257690663342289,177.068916309283
"151",0,1,"Maurice","Silas","the Riverlands",202,0.000194235449702101,188.341008331456
"152",1,2,"Bambi","Her","the Stormlands",291,197853.077354177,183.099589060283
"153",0,3,"Austin","Sims","The Gift ",211,0.0126181988494266,176.562474067283
"154",1,4,"Katherine","Belmudes","The Gift ",242,826.834182693181,180.716290481887
"155",0,5,"John","Cobb Jr","the North",203,0.00030869452457303,179.295307834673
"156",1,6,"Ghuzaila","el-Rad","the North",256,18105.1228750932,193.451771515993
"157",0,1,"Cody","Lightfoot","the North",230,19.4859794032591,180.438907889092
"158",1,2,"Priya","Becker","the North",240,478.012308162688,184.598470501405
"159",0,3,"Mario","Davis","the Iron Islands",239,289.06130055898,175.267291262987
"160",1,4,"Naomi","Manzanares","The Gift ",244,1422.15794871933,179.253037316001
"161",0,5,"Kyle","Jackson","the Stormlands",231,29.6255365072467,174.168301186497
"162",1,6,"Tareefa","el-Hammoud","the Stormlands",207,0.00253270427196416,180.326989378458
"163",0,1,"Tilden","Navajo","the Iron Islands",291,175392.660119355,175.597036455225
"164",1,2,"Hannah","Campbell","the Iron Islands",244,1349.71193626563,176.031757817723
"165",0,3,"Brian","Scott","the Riverlands",231,26.1323960679079,182.092654026684
"166",1,4,"Makenzie","Gutierrez","the Iron Islands",246,2325.76230629019,186.583262054459
"167",0,5,"Austin","King","the Crownlands",217,0.166924382322232,185.6835679992
"168",1,6,"Himma","al-Baig","the Riverlands",251,6637.70547417867,176.846541556931
"169",0,1,"Andrew","Jumpe","the Stormlands",235,99.2342290269187,180.425605004571
"170",1,2,"Tera","Benage","The Gift ",298,200245.798185527,188.790060851116
"171",0,3,"Jon'Nae","Marion","the Stormlands",209,0.00559573459690531,180.799550889867
"172",1,4,"Sofia","Castro Molina","the Stormlands",229,18.9018376956255,183.877997166221
"173",0,5,"Ryan","Moore","the Westerlands",274,108379.78672355,179.916331129668
"174",1,6,"Naafoora","el-Ashraf","the Riverlands",238,294.414248490607,185.251906231923
"175",0,1,"Lance","Mitchell","the North",287,169998.76237234,177.267783249143
"176",1,2,"Misty","Lor","the Reach",223,2.12308348920991,183.388842116697
"177",0,3,"Antonio","Abdullahi","the Crownlands",234,70.4088007442607,182.772438455906
"178",1,4,"Julia","Cisneros","Beyond the Wall",243,1102.53943418699,178.348600813015
"179",0,5,"Zachariah","Shadbolt-Osborn","the Stormlands",245,1407.10061066976,183.080606389474
"180",1,6,"Aliyya","al-Maroun","the Westerlands",243,1001.88674051254,179.127229367817
"181",0,1,"Trevor","Farley","the North",276,124094.22976842,185.738688315317
"182",1,2,"Victoria","Liang","The Gift ",278,194876.060988866,182.85089387234
"183",0,3,"Javan","Pooser","the Riverlands",293,160918.727645284,172.68210685843
"184",1,4,"Gabriela","Boddy","the Reach",242,786.38544342494,181.909800254759
"185",0,5,"William","Gannon","Beyond the Wall",266,57854.5005515133,179.131945961516
"186",1,6,"Laaiqa","al-Rauf","The Gift ",218,0.275186021452593,179.515446259175
"187",0,1,"Bruce","Marshall","Beyond the Wall",276,136421.351599259,183.158620868392
"188",1,2,"Shu","Phan","the Iron Islands",279,177913.416383673,179.98366783791
"189",0,3,"Ja-Mar","Thornhill","the Stormlands",280,164769.545045237,176.162749608358
"190",1,4,"Rosa","Cortez Vazquez","the Stormlands",262,42628.4853589717,188.965153633567
"191",0,5,"Craig","Baker","the Iron Islands",287,155664.815775633,178.227510020994
"192",1,6,"Suhaa","el-Shaheen","Beyond the Wall",225,4.26192894210777,187.230580177607
"193",0,1,"Wolfgang","Williams","the Riverlands",287,172397.235313519,175.386128834947
"194",1,2,"Elsa","Woon","the Vale of Arryn",200,8.73627378495152e-05,169.291134938394
"195",0,3,"Joseph","Yankana","the Crownlands",253,7694.01263432571,189.099635823173
"196",1,4,"Evangelina","Galaviz","the Stormlands",214,0.0564218739847625,169.580245381539
"197",0,5,"Albert","Mora","the Iron Islands",289,163500.996502196,170.10860551945
"198",1,6,"Haamida","al-Salahuddin","the Iron Islands",282,209681.78132915,175.059396905839
"199",0,1,"Richard","Busby","The Gift ",283,152541.847869037,180.637615853915
"200",1,2,"Katherine","Dong","The Gift ",226,6.20393484927133,187.507391117105
"201",0,3,"Andre","Mack","the Stormlands",288,159338.222345243,187.109310393306
"202",1,4,"Savanna","Galvan","the Vale of Arryn",248,3502.80256645131,185.13774836488
"203",0,5,"Joshua","Grutzmacher","the Stormlands",204,0.000480592653887163,180.217811957058
"204",1,6,"Layaali","al-Hai","the Westerlands",245,1822.68311553643,176.077168111074
"205",0,1,"Jared","Berg","the Vale of Arryn",242,657.667700739583,182.799938856011
"206",1,2,"Natasha","Wiedmaier","the Stormlands",269,89660.9949072559,184.567993889037
"207",0,3,"Tashan","Jones","The Gift ",209,0.00526367439627596,190.046367323988
"208",1,4,"Tatiana","Garza","the North",214,0.0655255615457376,173.190278281888
"209",0,5,"Daniel","Tufts","the North",254,9650.55916993313,184.972951637914
"210",1,6,"Wajdiyya","al-Sami","the Vale of Arryn",253,9753.07207461611,187.205220088757
"211",0,1,"Corey","Copley","The Gift ",295,174232.779514719,180.872618373429
"212",1,2,"Kimberly","Do","the Westerlands",231,33.3616357849422,170.838874691141
"213",0,3,"Trevon","Merriweather","The Gift ",248,2748.94208788996,183.920647538449
"214",1,4,"Graciela","Baquera","the Iron Islands",248,3336.66450089654,179.361054824732
"215",0,5,"James","Lucero","the Reach",254,9444.66591649081,184.067147722217
"216",1,6,"Nawaal","al-Mohamed","the North",227,9.14893140636015,173.17680378044
"217",0,1,"Trusten","Moore","the Stormlands",250,4235.73881943403,180.980162994666
"218",1,2,"Pazao","Ng","the Westerlands",257,17312.4182115241,186.486501819168
"219",0,3,"Traveion","Polk","the Stormlands",294,168219.90562703,179.895745018277
"220",1,4,"Yadel","Rael","the North",204,0.000652410651214595,178.038609540708
"221",0,5,"Paul","Thurston","the North",230,18.3746580875568,185.636136297826
"222",1,6,"Aaida","al-Qazi","Beyond the Wall",221,1.03175193371723,174.337554405467
"223",0,1,"Kaldurion","Marquez","the Stormlands",221,0.802598283840544,174.968846605421
"224",1,2,"Rebecca","Kim","the Vale of Arryn",218,0.284902047232352,180.082517681345
"225",0,3,"Stanley","Berrien","the Riverlands",218,0.243772140041765,184.729826882528
"226",1,4,"Vanessa","Perez","the Iron Islands",216,0.147689327752071,187.58154691791
"227",0,5,"Morgan","Perri","the North",254,10117.1249364973,174.311397665692
"228",1,6,"Aaida","al-Hoque","The Gift ",262,39999.4443701525,179.74835649334
"229",0,1,"David","Elliott","The Gift ",231,26.4942698022964,179.991745277019
"230",1,2,"Amanda","Khvay","Beyond the Wall",261,37123.4688537716,182.781716830916
"231",0,3,"Leshaun","Mcmillin","Beyond the Wall",200,7.16779958616808e-05,177.05070452986
"232",1,4,"Jessica","Martinez-Dahl","the Reach",205,0.000888077154878993,183.071632229054
"233",0,5,"Shea","Slocum","The Gift ",238,226.244543288161,185.762321200696
"234",1,6,"Jannat","al-Naderi","the North",288,215138.532954702,191.082357876676
"235",0,1,"Dominique","Little","the Stormlands",256,13756.4575451178,187.923452997802
"236",1,2,"Chloe","Doan","the North",298,213843.862910444,174.431864915261
"237",0,3,"Naroshay","Underwood","the Iron Islands",257,16961.3929679574,183.423804814258
"238",1,4,"Juanita","Arvayo","the Vale of Arryn",258,23161.6555464389,184.727970861053
"239",0,5,"Reuben","Silz","the Reach",273,113326.631977763,184.490777688723
"240",1,6,"Sahheeda","al-Irani","The Gift ",245,1582.84098117897,180.929354224714
"241",0,1,"Derrick","Byrnes","the Stormlands",278,148507.818156471,190.388155850095
"242",1,2,"Vivian","Lao","the North",255,14933.4591803515,173.351029708548
"243",0,3,"Ladon","Williams","The Gift ",219,0.378431268899919,184.261650446459
"244",1,4,"Miliset","Lard","The Gift ",229,17.2817635466423,191.640510037169
"245",0,5,"Austin","Kelley","the Westerlands",225,3.76922809966987,180.211980931584
"246",1,6,"Shareefa","al-Beydoun","the Iron Islands",221,0.984684381169262,176.64266892395
"247",0,1,"Tyler","Prieto","the Reach",239,324.347099957875,182.412986312345
"248",1,2,"Meghan","Lan","The Gift ",230,24.5265013865253,181.194416841966
"249",0,3,"Thomas","Mourning IV","the Reach",214,0.0498598986336936,177.010979128888
"250",1,4,"Alyssa","Hernandez","The Gift ",211,0.0171548456510561,181.186525408626
"251",0,5,"Samuel","Waidmann","the North",225,3.59833982176887,183.5838242424
"252",1,6,"Nabeeha","al-Mowad","the North",224,3.00847517108313,180.811903299662
"253",0,1,"Adam","Baker","the Vale of Arryn",300,174096.41749106,170.842355977075
"254",1,2,"Sawhitney","Thong","The Gift ",202,0.000215014197407215,172.487161352519
"255",0,3,"Devante","Glasper","the North",223,1.78984276244236,180.018208815931
"256",1,4,"April","Aguilera Ybarra","the Reach",279,197060.900204045,196.732754877348
"257",0,5,"Merritt","Welch","the Reach",285,171508.825431381,167.526502488724
"258",1,6,"Mahmooda","el-Ayoob","The Gift ",292,208074.308593275,189.736473506904
"259",0,1,"Bryce","Badback","the Vale of Arryn",208,0.00349799300278477,183.734624417589
"260",1,2,"Vanessa","Lee","the Iron Islands",290,193140.218310639,178.516372305995
"261",0,3,"Zhakery","Austin","the Stormlands",210,0.00782855542639791,170.966348946752
"262",1,4,"Jaqueline","Hermosillo","the Riverlands",215,0.0865745726235739,182.60721144338
"263",0,5,"Michael","Schulte","the Stormlands",205,0.000760225873256162,175.93100070217
"264",1,6,"Misbaah","el-Mady","the North",237,220.831006475752,179.998798901749
"265",0,1,"Tyler","Guimont","the North",225,3.45331340094763,172.718985800704
"266",1,2,"Riley","Choi","Beyond the Wall",273,127794.451809864,182.015875178681
"267",0,3,"Majid","Woods","the Riverlands",270,82253.7141736553,174.257323279472
"268",1,4,"Margot","Hansen","the North",236,141.568287495673,177.966529844304
"269",0,5,"Brandon","Eoff","Beyond the Wall",227,7.71118548956949,178.036949694512
"270",1,6,"Saamyya","el-Sahli","Beyond the Wall",232,45.7931526541539,181.177648014155
"271",0,1,"Trevor","Coreau","the Stormlands",270,91030.97974637,184.016466703687
"272",1,2,"Holly","Park","the Vale of Arryn",218,0.316431512852311,172.001563262568
"273",0,3,"Eshu","Mathis","the Reach",264,44233.2028675152,181.008601147606
"274",1,4,"Jenny","Nogales Velez","Beyond the Wall",242,832.413936819154,177.887427044609
"275",0,5,"Calvin","Smith","the North",236,128.532550058287,165.994551485949
"276",1,6,"Rabdaa","el-Hannan","the Riverlands",249,4311.00429770903,178.704237679025
"277",0,1,"Johnathan","Lynn","the Iron Islands",279,146768.468107282,171.17604204001
"278",1,2,"Rachel","Ashtakala","Beyond the Wall",209,0.00635953503707217,174.567873778714
"279",0,3,"Jordon","Thomas","the Iron Islands",235,88.3841209280188,180.241087126292
"280",1,4,"Felicia","Estrada","the Reach",262,40916.3244454619,180.757656298648
"281",0,5,"Tashi","Mills","the Iron Islands",269,77913.3327902027,181.617939475574
"282",1,6,"Maimoona","el-Miah","the Reach",254,10746.5641052444,173.116430862124
"283",0,1,"Jonah","Bear","Beyond the Wall",232,39.0969638901868,176.842879936569
"284",1,2,"Li-Mae","Revello Nguyen","The Gift ",294,197661.341859031,186.883884216256
"285",0,3,"Dwayne","Robinson","the North",297,172778.241268549,184.678452214535
"286",1,4,"Ruby","Ruiz","Beyond the Wall",230,21.7596019780425,180.03602120737
"287",0,5,"Daniel","Dorsch","the Riverlands",256,13898.8327110375,181.327528021108
"288",1,6,"Najaat","al-Hares","the North",273,131258.218971022,183.96432078488
"289",0,1,"Taylor","Rohrkaste","the North",235,96.4351196890083,184.615445743295
"290",1,2,"Abbegail","Song","the Iron Islands",268,82394.1308247468,178.193314637095
"291",0,3,"Jevon","Maxey","the Stormlands",235,92.8784494010423,176.156073187861
"292",1,4,"Claudia","Adams","the Iron Islands",214,0.0608683432824484,184.080534013295
"293",0,5,"Kyle","Houser","the Iron Islands",241,574.292261411609,184.036794506759
"294",1,6,"Siddeeqa","el-Diab","the Riverlands",221,0.952079904344938,186.043746883931
"295",0,1,"Tre","Dettmann","Beyond the Wall",219,0.383734927259571,183.286186402264
"296",1,2,"Journey","Sautter","the Reach",254,11497.4252307633,171.994043128209
"297",0,3,"Sherron","Parrow","the Stormlands",244,1040.01392058891,182.706035408891
"298",1,4,"Monica","Beltran","Beyond the Wall",256,16993.4535373512,177.002657898785
"299",0,5,"Charles","Jones","The Gift ",202,0.00018520414210159,175.494690515422
"300",1,6,"Salwa","el-Ebrahim","the Vale of Arryn",260,33130.9416837031,179.213645592917
"301",0,1,"Lakota","Garcia","the Iron Islands",235,100.9737293559,187.838082436676
"302",1,2,"Anna","Doolittle","the Westerlands",285,179606.772307783,175.237383155099
"303",0,3,"Antione","Garrett","The Gift ",293,151231.801728,179.024020850391
"304",1,4,"Daisy","Herrera","the North",249,4454.5706042389,176.945463461539
"305",0,5,"Nicholas","Montera","the Crownlands",200,6.99419182092484e-05,181.108810260854
"306",1,6,"Jaleela","el-Naderi","the Riverlands",242,814.648944679353,180.554030871467
"307",0,1,"Donovan","Johnson","the North",221,0.752531343079695,180.88475690462
"308",1,2,"Kennedy","Flinn","The Gift ",231,33.2775808863459,180.929751006116
"309",0,3,"Khyre","Ayers","the North",273,110863.920209324,184.243834417773
"310",1,4,"Jessica","Juarez","the Iron Islands",276,157573.166192118,172.962779395039
"311",0,5,"Jackson","Meyer","the Stormlands",288,156291.303214644,179.27241462369
"312",1,6,"Wajdiyya","al-Azzi","the Wall",296,198105.579967883,182.022421594207
"313",0,1,"Corey","Gurule","the Reach",287,160611.542296385,177.881791290154
"314",1,2,"Amie","Garcia","The Gift ",293,206424.152357706,185.959535288688
"315",0,3,"Myles","Graham","the Iron Islands",210,0.00854419465255188,180.72900886095
"316",1,4,"Jessica","Gutierrez","the Stormlands",216,0.142036493103966,183.90508294402
"317",0,5,"Daniel","Hochanadel","the Riverlands",231,28.946014555183,188.749066186449
"318",1,6,"Nawfa","el-Abood","the Crownlands",279,176162.058853882,180.33005489135
"319",0,1,"Cuauhtemoc","Schippers","the Vale of Arryn",232,41.3730738484932,175.061266405757
"320",1,2,"Valerie","Gopalakrishnan","the Reach",270,112475.095311562,182.231011208348
"321",0,3,"Keenan","Sanford","The Gift ",282,158402.497356419,187.415762439089
"322",1,4,"Laura","Garcia","the Reach",215,0.0933240111553367,176.040940286041
"323",0,5,"Benjamin","Shepherd","The Gift ",207,0.00194271052121027,180.447487567194
"324",1,6,"Fateena","el-Toure","the North",222,1.45792830713351,189.275110130518
"325",0,1,"John","Weeks","the Westerlands",269,80288.4140392688,179.262418340365
"326",1,2,"Vanessa","Salvador","the North",263,48867.4258244566,181.767716522082
"327",0,3,"Aaron","Harris","the Iron Islands",217,0.161885375537664,178.318849726429
"328",1,4,"Kaylee","Naranjo Chavez","the Stormlands",283,194504.037627202,165.045324044337
"329",0,5,"Theodore","Crawford","the Iron Islands",225,3.59292019660616,172.814023357437
"330",1,6,"Firdaus","al-Muhammad","Beyond the Wall",255,13859.0155773258,169.657374860463
"331",0,1,"Ronald","Mead","the Iron Islands",266,57688.9810886666,173.798319290904
"332",1,2,"Hallie","Sua","the Westerlands",293,185833.40496604,183.347210140295
"333",0,3,"Jeremy","Harrison","the Reach",289,170280.038530653,184.866500207796
